gender,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
1,0.0,0.0,0.0,0.99996393919,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998147189617
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999804735184,0.0,0.0
0,0.0,0.0,0.0,0.999832332134,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.998018324375,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0778767988086,0.0,0.0,0.919493973255
0,0.999837040901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.999979376793,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.999987900257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.984454512596,0.0,0.0,0.0,0.0151768038049,0.0,0.0,0.0
1,0.0,0.755082845688,0.0,0.0,0.0,0.155587539077,0.0,0.0803911462426,0.0,0.0
1,0.0,0.0,0.0,0.302104979753,0.0,0.0,0.0,0.0,0.0,0.673222959042
1,0.0,0.0,0.0,0.0,0.0,0.990169048309,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998650729656,0.0
0,0.0,0.0,0.0,0.0,0.0,0.999087750912,0.0,0.0,0.0,0.0
1,0.99912071228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.998059272766,0.0,0.0,0.0
0,0.0,0.999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999966442585,0.0
0,0.99915343523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0832072198391,0.0,0.844236791134,0.0,0.0,0.0716942921281,0.0,0.0,0.0,0.0
1,0.0442645661533,0.0211691502482,0.0,0.0,0.0,0.197886660695,0.0,0.0187548324466,0.717827737331,0.0
1,0.0,0.0,0.0,0.0,0.0,0.999967038631,0.0,0.0,0.0,0.0
0,0.0,0.999966740608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999896109104
0,0.0,0.0,0.0,0.0,0.999958157539,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.966116964817,0.0,0.0,0.0,0.0,0.0,0.0273490343243,0.0
1,0.0,0.0,0.0,0.99988001585,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.999845445156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.103387862444,0.640154361725,0.0,0.0,0.161296725273,0.0,0.0,0.0,0.0933347120881,0.0
0,0.997592031956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0542336590588,0.945276379585,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999952912331,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.172557666898,0.0,0.797367215157,0.0
0,0.0,0.0,0.0,0.0,0.0,0.99992197752,0.0,0.0,0.0,0.0
0,0.0168341398239,0.0121717760339,0.012718279846,0.0112192090601,0.877096354961,0.0187164582312,0.0128695741296,0.0109234191477,0.0138595150784,0.01359125413
0,0.0,0.0,0.0,0.0,0.0,0.94880014658,0.0,0.0,0.0460939630866,0.0
0,0.0,0.0,0.0,0.0,0.0,0.955861449242,0.0,0.0429420731962,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.998633086681,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999608397484,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986197650433
1,0.011751013808,0.0,0.0,0.0,0.0,0.0130649590865,0.0,0.0,0.915534794331,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99937748909
0,0.130985811353,0.0,0.0,0.0,0.86711794138,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.999731242657,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.996126174927,0.0,0.0,0.0,0.0
0,0.999963402748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.999726653099,0.0,0.0,0.0,0.0
1,0.0,0.999952912331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.985849440098,0.0,0.0,0.0135825863108,0.0
0,0.0,0.0,0.490789711475,0.0,0.0,0.508586525917,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999917685986
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99987834692
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999979734421,0.0,0.0
0,0.505588829517,0.0,0.0,0.0,0.0,0.493609309196,0.0,0.0,0.0,0.0
1,0.0,0.0,0.999598562717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.998735547066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.999751031399,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999841153622
1,0.999928951263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999956488609
0,0.0,0.0,0.0,0.0,0.999826133251,0.0,0.0,0.0,0.0,0.0
0,0.999800026417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.999862074852,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.999280750751,0.0,0.0,0.0,0.0
0,0.999797642231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.999887466431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.999924123287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.999892294407,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999963223934,0.0
0,0.889234542847,0.0,0.0,0.0,0.0,0.062030274421,0.0,0.0,0.0484526567161,0.0
1,0.0,0.0,0.0,0.0,0.0,0.999455749989,0.0,0.0,0.0,0.0
0,0.0,0.0,0.702572107315,0.0,0.0,0.0100348908454,0.0,0.0,0.239371135831,0.0
1,0.0,0.0,0.0,0.0,0.0,0.822549104691,0.0,0.0,0.176890939474,0.0
1,0.0,0.999618411064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.999934077263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.274329274893,0.0546684376895,0.0,0.0,0.0,0.0,0.218901127577,0.0281438361853,0.0,0.423698782921
0,0.0,0.0,0.0,0.0,0.0,0.0,0.999859988689,0.0,0.0,0.0
